employee_id,age,revenu_mensuel,statut_marital,departement,poste,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,satisfaction_employee_environnement,note_evaluation_precedente,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,heure_supplementaires,augementation_salaire_precedente,nombre_participation_pee,frequence_deplacement,annes_sous_responsable_actuel
304,36,5914,Célibataire,Consulting,Consultant,16,13,11,4,3,2,4,4,3,Non,16.0,0,Occasionnel,7
305,33,2622,Marié(e),Consulting,Assistant de Direction,7,3,2,3,2,2,4,3,4,Non,21.0,0,Occasionnel,1
306,37,12185,Divorcé(e),Consulting,Directeur Technique,10,10,8,2,3,4,3,3,3,Oui,14.0,3,Frequent,7
307,38,10609,Divorcé(e),Commercial,Cadre Commercial,17,16,10,1,3,3,3,2,3,Non,12.0,2,Occasionnel,13
308,31,4345,Marié(e),Consulting,Tech Lead,6,5,4,3,1,3,4,3,3,Non,12.0,1,Aucun,4
309,59,2177,Marié(e),Consulting,Assistant de Direction,7,1,0,3,2,4,1,3,3,Non,17.0,1,Occasionnel,0
311,37,2793,Divorcé(e),Commercial,Représentant Commercial,13,9,8,1,3,4,3,3,3,Non,17.0,1,Frequent,8
312,29,7918,Marié(e),Commercial,Cadre Commercial,11,11,10,2,3,4,4,3,3,Non,14.0,1,Frequent,1
314,35,8789,Célibataire,Commercial,Cadre Commercial,10,10,7,3,3,3,1,4,3,Non,14.0,0,Frequent,8
315,29,2389,Célibataire,Consulting,Assistant de Direction,4,4,3,3,2,4,3,2,3,Oui,13.0,0,Occasionnel,1
316,52,3212,Célibataire,Consulting,Consultant,6,2,2,3,2,4,2,2,3,Non,15.0,0,Occasionnel,2
319,42,19232,Marié(e),Consulting,Senior Manager,22,22,17,3,3,4,4,3,3,Non,11.0,0,Occasionnel,15
321,59,2267,Marié(e),Ressources Humaines,Ressources Humaines,7,2,2,2,3,3,4,2,3,Non,17.0,0,Occasionnel,2
323,50,19517,Divorcé(e),Commercial,Senior Manager,32,7,0,4,3,4,3,2,3,Non,11.0,1,Occasionnel,6
325,33,2436,Marié(e),Consulting,Consultant,8,5,4,3,3,4,3,1,3,Oui,13.0,1,Occasionnel,4
327,43,16064,Marié(e),Commercial,Senior Manager,22,17,13,4,3,4,3,3,4,Oui,22.0,1,Occasionnel,9
328,33,2707,Marié(e),Consulting,Consultant,13,9,7,1,3,1,1,4,4,Non,20.0,0,Occasionnel,7
329,52,19068,Célibataire,Commercial,Senior Manager,33,33,7,1,2,3,4,4,3,Oui,18.0,0,Aucun,12
330,32,3931,Marié(e),Commercial,Représentant Commercial,6,4,3,3,3,2,1,3,3,Non,11.0,1,Occasionnel,2
331,32,3730,Célibataire,Consulting,Consultant,4,3,2,4,2,3,4,1,3,Oui,14.0,0,Occasionnel,2
332,39,2232,Divorcé(e),Consulting,Consultant,7,3,2,3,3,3,3,3,3,Non,14.0,3,Occasionnel,2
333,32,4465,Marié(e),Commercial,Cadre Commercial,4,3,2,3,3,4,1,3,3,Non,18.0,0,Aucun,2
334,41,3072,Divorcé(e),Consulting,Assistant de Direction,17,1,0,3,3,1,1,2,3,Non,16.0,2,Occasionnel,0
335,40,3319,Divorcé(e),Consulting,Assistant de Direction,9,9,8,1,3,4,1,3,3,Non,17.0,2,Occasionnel,7
336,45,19202,Marié(e),Consulting,Senior Manager,25,24,0,3,4,4,3,3,3,Non,11.0,1,Occasionnel,7
337,31,13675,Divorcé(e),Consulting,Directeur Technique,9,2,2,2,3,3,1,3,3,Non,12.0,1,Frequent,2
338,33,2911,Marié(e),Consulting,Assistant de Direction,2,2,2,3,2,4,3,2,3,Non,13.0,1,Occasionnel,2
339,34,5957,Marié(e),Consulting,Tech Lead,13,11,9,4,2,1,2,3,3,Non,13.0,1,Occasionnel,9
340,37,3920,Marié(e),Consulting,Assistant de Direction,17,3,1,3,2,1,1,2,3,Non,14.0,1,Occasionnel,2
341,45,6434,Marié(e),Consulting,Tech Lead,9,3,2,1,4,3,4,3,3,Non,17.0,1,Frequent,2
342,37,10048,Divorcé(e),Consulting,Tech Lead,17,1,0,1,3,3,2,3,3,Non,11.0,2,Frequent,0
343,39,10938,Célibataire,Consulting,Manager,20,19,6,3,3,3,4,3,4,Non,25.0,0,Frequent,8
346,29,2340,Célibataire,Consulting,Assistant de Direction,6,6,5,3,3,4,1,3,3,Non,19.0,0,Occasionnel,5
347,42,6545,Célibataire,Consulting,Assistant de Direction,10,3,2,4,4,1,3,3,3,Oui,13.0,0,Occasionnel,2
349,29,6931,Divorcé(e),Commercial,Cadre Commercial,10,3,2,4,3,4,4,3,3,Non,14.0,1,Occasionnel,2
350,25,4898,Marié(e),Consulting,Tech Lead,5,4,2,1,3,3,4,3,3,Non,12.0,2,Occasionnel,2
351,42,2593,Divorcé(e),Consulting,Consultant,10,9,6,4,2,1,3,3,3,Oui,11.0,1,Occasionnel,8
352,40,19436,Divorcé(e),Consulting,Directeur Technique,22,21,7,1,3,3,4,3,3,Non,19.0,1,Occasionnel,9
353,51,2723,Marié(e),Consulting,Assistant de Direction,1,1,0,3,3,4,2,2,3,Non,11.0,0,Occasionnel,0
355,31,3479,Célibataire,Consulting,Consultant,6,5,4,3,2,2,2,4,3,Non,11.0,0,Frequent,4
359,32,2794,Marié(e),Consulting,Consultant,5,5,1,2,4,2,3,1,4,Non,20.0,0,Frequent,3
361,38,5249,Marié(e),Commercial,Cadre Commercial,13,8,7,4,2,4,4,3,3,Non,18.0,1,Aucun,5
362,32,2176,Célibataire,Consulting,Consultant,9,6,2,4,2,1,4,3,3,Non,13.0,0,Occasionnel,4
363,46,16872,Marié(e),Commercial,Senior Manager,28,7,7,3,1,2,2,2,3,Oui,12.0,1,Occasionnel,7
364,28,3485,Célibataire,Consulting,Consultant,5,0,0,1,3,3,3,1,3,Non,11.0,0,Occasionnel,0
366,29,6644,Marié(e),Commercial,Cadre Commercial,10,0,0,1,2,2,2,3,3,Non,19.0,2,Occasionnel,0
367,31,5582,Marié(e),Consulting,Manager,10,9,0,2,2,4,2,3,4,Non,21.0,1,Occasionnel,8
369,25,4000,Divorcé(e),Consulting,Manager,6,6,3,2,4,1,4,3,3,Non,12.0,2,Aucun,5
372,45,13496,Marié(e),Consulting,Manager,21,20,7,3,3,4,2,3,3,Oui,14.0,0,Occasionnel,10
373,36,3210,Marié(e),Consulting,Consultant,16,15,13,4,3,4,3,3,3,Non,11.0,1,Occasionnel,11
374,55,19045,Célibataire,Consulting,Senior Manager,37,36,10,4,3,1,3,3,3,Oui,14.0,0,Occasionnel,13
376,47,11849,Marié(e),Consulting,Senior Manager,10,10,7,1,3,2,4,2,3,Oui,12.0,1,Aucun,9
377,28,2070,Marié(e),Consulting,Assistant de Direction,5,5,2,4,3,4,4,2,4,Non,23.0,1,Occasionnel,4
378,37,6502,Marié(e),Commercial,Cadre Commercial,7,5,4,3,3,4,2,4,3,Non,14.0,1,Occasionnel,1
379,21,3230,Célibataire,Consulting,Assistant de Direction,3,3,2,4,2,3,1,4,3,Non,17.0,0,Occasionnel,0
380,37,13603,Divorcé(e),Consulting,Directeur Technique,15,5,2,1,3,4,1,3,3,Oui,18.0,2,Aucun,2
381,35,11996,Divorcé(e),Consulting,Senior Manager,10,7,7,2,4,2,2,2,3,Non,18.0,1,Occasionnel,2
382,38,5605,Divorcé(e),Commercial,Cadre Commercial,8,8,0,1,4,1,3,3,4,Oui,24.0,1,Occasionnel,7
384,26,6397,Divorcé(e),Consulting,Tech Lead,6,6,5,3,3,2,1,1,4,Non,20.0,1,Frequent,4
385,50,19144,Divorcé(e),Consulting,Directeur Technique,28,10,4,1,3,2,1,2,3,Non,14.0,2,Occasionnel,6
386,53,17584,Marié(e),Consulting,Directeur Technique,21,5,3,3,3,3,4,2,3,Oui,16.0,3,Occasionnel,3
387,42,4907,Marié(e),Commercial,Cadre Commercial,20,20,16,2,3,3,3,3,4,Non,25.0,0,Occasionnel,6
388,29,4554,Célibataire,Commercial,Cadre Commercial,10,10,7,2,3,4,1,2,3,Non,18.0,0,Frequent,9
389,55,5415,Marié(e),Consulting,Consultant,12,10,7,2,3,4,4,3,3,Oui,19.0,1,Occasionnel,8
390,26,4741,Marié(e),Consulting,Manager,5,5,3,1,3,1,3,3,3,Oui,13.0,1,Frequent,3
391,37,2115,Célibataire,Consulting,Assistant de Direction,17,17,12,4,3,4,2,3,3,Non,12.0,0,Occasionnel,7
392,44,3161,Divorcé(e),Consulting,Consultant,19,1,0,4,3,3,4,1,4,Oui,22.0,1,Frequent,0
393,38,5745,Divorcé(e),Consulting,Manager,10,2,2,4,3,4,2,3,3,Non,14.0,1,Occasionnel,2
394,26,2373,Divorcé(e),Consulting,Consultant,5,3,2,1,3,2,4,3,3,Oui,13.0,1,Occasionnel,2
395,28,3310,Célibataire,Consulting,Assistant de Direction,5,5,3,4,3,4,4,3,4,Non,21.0,0,Occasionnel,2
396,49,18665,Célibataire,Consulting,Directeur Technique,22,3,2,3,3,1,4,3,3,Oui,11.0,0,Frequent,2
397,36,4485,Célibataire,Consulting,Assistant de Direction,10,8,0,3,3,2,4,3,3,Non,12.0,0,Occasionnel,7
399,31,2789,Divorcé(e),Commercial,Représentant Commercial,2,2,2,4,3,2,3,2,3,Non,11.0,1,Frequent,2
401,26,5828,Célibataire,Commercial,Cadre Commercial,8,8,7,4,2,4,2,3,3,Oui,12.0,0,Occasionnel,4
403,37,2326,Marié(e),Consulting,Assistant de Direction,4,4,2,2,3,4,3,2,3,Oui,12.0,3,Frequent,2
404,42,13525,Marié(e),Commercial,Cadre Commercial,23,20,4,3,3,2,4,4,3,Non,14.0,1,Frequent,8
405,18,1420,Célibataire,Consulting,Consultant,0,0,0,3,3,3,3,3,3,Non,13.0,0,Occasionnel,0
406,35,8020,Marié(e),Commercial,Cadre Commercial,12,11,9,3,3,2,3,2,3,Non,15.0,2,Occasionnel,9
407,36,3688,Marié(e),Consulting,Consultant,4,1,0,3,4,4,4,3,3,Non,18.0,2,Frequent,0
408,51,5482,Divorcé(e),Consulting,Tech Lead,13,4,1,4,1,2,4,3,3,Non,18.0,1,Occasionnel,2
410,41,16015,Célibataire,Commercial,Senior Manager,22,22,10,4,3,2,2,3,3,Non,19.0,0,Occasionnel,4
411,18,1200,Célibataire,Commercial,Représentant Commercial,0,0,0,4,2,3,1,3,3,Non,12.0,0,Occasionnel,0
412,28,5661,Célibataire,Consulting,Manager,9,8,3,2,4,1,3,3,3,Non,19.0,0,Occasionnel,7
416,31,6929,Marié(e),Commercial,Cadre Commercial,10,8,7,2,4,4,2,2,3,Non,11.0,1,Occasionnel,7
417,39,9613,Divorcé(e),Consulting,Manager,19,18,10,3,4,4,1,2,3,Non,17.0,3,Occasionnel,7
419,36,5674,Marié(e),Consulting,Consultant,11,9,8,2,3,2,3,3,3,Non,15.0,1,Aucun,8
420,32,5484,Marié(e),Commercial,Cadre Commercial,13,13,8,4,2,3,3,2,3,Non,14.0,1,Occasionnel,8
421,38,12061,Marié(e),Consulting,Directeur Technique,19,10,8,1,2,2,3,3,3,Non,17.0,1,Occasionnel,1
422,58,5660,Divorcé(e),Consulting,Manager,12,5,3,4,1,3,4,3,3,Oui,13.0,1,Aucun,2
423,31,4821,Marié(e),Consulting,Assistant de Direction,6,5,2,3,3,4,3,3,3,Oui,12.0,1,Occasionnel,3
424,31,6410,Marié(e),Ressources Humaines,Ressources Humaines,9,2,2,1,2,1,4,3,3,Non,12.0,0,Occasionnel,0
425,45,5210,Divorcé(e),Consulting,Consultant,24,24,9,1,3,1,1,3,3,Non,18.0,1,Frequent,11
426,31,2695,Divorcé(e),Consulting,Assistant de Direction,3,2,2,3,3,4,2,1,3,Oui,18.0,1,Occasionnel,2
428,33,11878,Marié(e),Consulting,Senior Manager,12,10,6,4,3,2,2,3,3,Non,11.0,2,Frequent,8
429,39,17068,Marié(e),Consulting,Senior Manager,21,21,9,3,3,1,4,3,3,Oui,14.0,0,Occasionnel,10
430,43,2455,Célibataire,Consulting,Consultant,9,8,7,3,3,4,1,3,3,Non,19.0,0,Frequent,7
431,49,13964,Célibataire,Consulting,Manager,25,7,1,3,2,3,4,3,3,Oui,12.0,0,Occasionnel,7
433,52,4941,Marié(e),Consulting,Assistant de Direction,11,8,2,3,2,2,1,2,3,Non,15.0,0,Occasionnel,7
434,27,2478,Célibataire,Consulting,Assistant de Direction,4,4,3,3,3,2,2,2,3,Oui,12.0,0,Occasionnel,2
436,32,5228,Marié(e),Commercial,Cadre Commercial,13,13,12,3,2,2,4,3,3,Oui,11.0,0,Occasionnel,9
437,27,4478,Célibataire,Commercial,Cadre Commercial,5,5,4,4,3,3,1,3,3,Oui,11.0,0,Occasionnel,4
438,31,7547,Divorcé(e),Commercial,Cadre Commercial,13,7,7,4,3,4,4,3,3,Non,12.0,3,Occasionnel,7
439,32,5055,Célibataire,Consulting,Assistant de Direction,10,7,7,1,4,4,3,2,3,Non,16.0,0,Occasionnel,7
440,28,3464,Marié(e),Consulting,Assistant de Direction,5,3,2,1,1,4,4,2,3,Oui,13.0,0,Occasionnel,2
441,30,5775,Marié(e),Consulting,Assistant de Direction,11,10,8,4,3,4,4,3,3,Non,13.0,2,Occasionnel,9
442,31,8943,Marié(e),Consulting,Tech Lead,10,10,9,3,2,3,1,3,4,Non,24.0,1,Frequent,9
444,39,19272,Marié(e),Consulting,Senior Manager,21,21,9,3,2,4,1,3,3,Non,15.0,1,Frequent,3
445,39,5238,Marié(e),Commercial,Cadre Commercial,12,1,0,4,3,3,1,2,3,Oui,18.0,0,Occasionnel,0
446,33,4682,Célibataire,Commercial,Cadre Commercial,9,7,7,2,2,4,3,2,3,Non,14.0,0,Frequent,1
447,47,18300,Marié(e),Consulting,Directeur Technique,21,3,2,4,3,3,2,3,3,Non,11.0,1,Occasionnel,1
448,43,5257,Divorcé(e),Consulting,Consultant,9,9,7,3,2,3,2,4,3,Non,11.0,1,Frequent,0
449,27,6349,Marié(e),Commercial,Cadre Commercial,6,5,4,3,3,2,4,3,3,Oui,13.0,1,Aucun,4
450,54,4869,Célibataire,Consulting,Assistant de Direction,20,4,3,4,3,3,4,2,3,Non,12.0,0,Frequent,3
451,43,9985,Marié(e),Consulting,Manager,10,1,0,3,3,1,1,2,3,Non,16.0,1,Occasionnel,0
452,45,3697,Marié(e),Consulting,Assistant de Direction,12,10,9,4,3,4,1,3,3,Non,14.0,2,Occasionnel,8
453,40,7457,Marié(e),Commercial,Cadre Commercial,6,4,3,2,1,4,3,2,4,Oui,22.0,3,Occasionnel,2
454,29,2119,Marié(e),Consulting,Consultant,7,7,7,2,1,1,4,2,3,Oui,11.0,0,Occasionnel,7
455,29,3983,Célibataire,Consulting,Consultant,4,3,2,2,2,4,3,3,3,Non,17.0,0,Occasionnel,2
456,30,6118,Divorcé(e),Commercial,Cadre Commercial,10,10,9,4,2,3,3,3,3,Non,13.0,3,Occasionnel,2
458,27,6214,Marié(e),Commercial,Cadre Commercial,8,8,7,2,3,2,1,3,3,Non,18.0,1,Occasionnel,7
460,37,6347,Divorcé(e),Consulting,Tech Lead,8,6,2,4,3,4,3,2,3,Non,16.0,2,Occasionnel,4
461,38,11510,Divorcé(e),Consulting,Directeur Technique,12,11,10,3,2,4,2,3,3,Oui,14.0,1,Occasionnel,9
462,31,7143,Célibataire,Consulting,Tech Lead,11,11,9,3,3,4,3,2,3,Oui,14.0,0,Occasionnel,10
463,29,8268,Divorcé(e),Commercial,Cadre Commercial,7,7,7,4,2,2,1,3,3,Oui,14.0,2,Occasionnel,7
464,35,8095,Célibataire,Consulting,Tech Lead,17,16,6,3,3,2,4,3,3,Non,13.0,0,Occasionnel,13
465,23,2904,Divorcé(e),Consulting,Assistant de Direction,4,4,2,3,3,4,3,2,3,Non,12.0,2,Occasionnel,2
466,41,6032,Célibataire,Consulting,Tech Lead,8,5,4,4,2,2,4,3,3,Oui,15.0,0,Occasionnel,2
467,47,2976,Célibataire,Commercial,Représentant Commercial,5,0,0,2,3,3,1,3,3,Non,19.0,0,Frequent,0
468,42,15992,Célibataire,Consulting,Directeur Technique,16,1,0,1,3,4,2,3,3,Non,14.0,0,Occasionnel,0
469,29,4649,Marié(e),Commercial,Cadre Commercial,4,4,3,4,3,3,1,2,3,Non,14.0,1,Aucun,2
470,42,2696,Divorcé(e),Ressources Humaines,Ressources Humaines,4,3,2,3,3,3,3,3,3,Oui,11.0,1,Occasionnel,0
471,32,2370,Marié(e),Consulting,Consultant,8,8,0,3,3,2,3,3,3,Non,13.0,1,Occasionnel,7
473,48,12504,Marié(e),Commercial,Senior Manager,15,0,0,1,3,3,2,1,4,Non,21.0,1,Occasionnel,0
474,37,5974,Divorcé(e),Consulting,Assistant de Direction,13,7,7,3,4,1,1,3,3,Oui,13.0,2,Occasionnel,7
475,30,4736,Marié(e),Commercial,Cadre Commercial,4,2,2,4,3,3,2,4,3,Oui,12.0,1,Aucun,2
476,26,5296,Marié(e),Commercial,Cadre Commercial,8,8,7,3,3,3,2,3,3,Non,17.0,1,Occasionnel,7
477,42,6781,Célibataire,Consulting,Manager,14,1,0,1,2,4,2,3,4,Non,23.0,0,Occasionnel,0
478,21,2174,Célibataire,Commercial,Représentant Commercial,3,3,2,1,2,2,3,3,3,Oui,11.0,0,Frequent,2
479,36,6653,Célibataire,Commercial,Cadre Commercial,7,1,0,4,3,4,2,3,3,Non,15.0,0,Aucun,0
481,36,9699,Marié(e),Commercial,Cadre Commercial,16,13,9,1,2,4,1,3,3,Non,11.0,1,Frequent,12
482,57,6755,Marié(e),Consulting,Manager,15,3,2,4,3,3,3,3,3,Non,11.0,0,Occasionnel,2
483,40,2213,Marié(e),Consulting,Consultant,10,7,7,4,4,3,3,3,3,Oui,13.0,1,Occasionnel,7
484,21,2610,Célibataire,Commercial,Représentant Commercial,3,3,2,1,3,4,3,2,4,Non,24.0,0,Aucun,2
485,33,2851,Célibataire,Commercial,Représentant Commercial,1,1,0,4,3,3,2,3,3,Oui,13.0,0,Occasionnel,0
486,37,3452,Marié(e),Consulting,Consultant,17,5,4,3,3,1,2,3,4,Non,20.0,1,Occasionnel,3
487,46,5258,Marié(e),Consulting,Tech Lead,7,1,0,3,3,3,3,4,3,Non,14.0,0,Aucun,0
488,41,9355,Célibataire,Commercial,Cadre Commercial,8,8,7,1,3,2,3,3,3,Non,18.0,0,Frequent,7
491,50,10496,Célibataire,Consulting,Manager,20,4,3,4,2,4,4,3,3,Non,15.0,0,Occasionnel,3
492,40,6380,Marié(e),Commercial,Cadre Commercial,8,6,4,3,2,3,1,3,3,Oui,12.0,2,Occasionnel,0
493,31,2657,Célibataire,Consulting,Assistant de Direction,3,2,2,3,2,2,4,3,3,Oui,16.0,0,Occasionnel,2
494,21,2716,Célibataire,Commercial,Représentant Commercial,1,1,0,3,4,2,4,3,3,Non,15.0,0,Occasionnel,0
495,29,2201,Célibataire,Consulting,Assistant de Direction,6,3,2,4,3,4,4,3,3,Non,16.0,0,Occasionnel,2
496,35,6540,Célibataire,Consulting,Manager,10,1,1,3,2,2,3,3,3,Non,19.0,0,Occasionnel,0
497,27,3816,Divorcé(e),Consulting,Consultant,5,5,2,4,3,2,2,3,3,Non,11.0,1,Occasionnel,4
498,28,5253,Célibataire,Commercial,Cadre Commercial,7,7,5,2,3,4,4,3,3,Non,16.0,0,Occasionnel,7
499,49,10965,Célibataire,Consulting,Manager,26,5,2,2,2,3,3,3,4,Non,24.0,0,Occasionnel,0
500,51,4936,Marié(e),Commercial,Cadre Commercial,18,7,7,3,3,4,3,2,3,Non,11.0,1,Occasionnel,7
501,36,2543,Marié(e),Consulting,Assistant de Direction,6,2,2,4,3,3,2,3,3,Non,13.0,1,Occasionnel,2
502,34,5304,Célibataire,Commercial,Cadre Commercial,9,5,2,1,4,4,2,2,3,Oui,13.0,0,Aucun,4
505,55,16659,Célibataire,Consulting,Senior Manager,30,5,4,3,3,4,3,3,3,Oui,13.0,0,Occasionnel,2
507,24,4260,Divorcé(e),Commercial,Cadre Commercial,5,5,2,4,3,3,4,4,3,Oui,12.0,1,Occasionnel,3
508,30,2476,Marié(e),Commercial,Représentant Commercial,1,1,0,3,3,2,1,3,3,Non,18.0,1,Occasionnel,0
510,26,3102,Célibataire,Consulting,Assistant de Direction,7,6,4,3,3,1,3,3,4,Non,22.0,0,Frequent,4
511,22,2244,Marié(e),Consulting,Assistant de Direction,2,2,1,1,3,2,4,3,3,Non,13.0,1,Occasionnel,2
513,36,7596,Marié(e),Commercial,Cadre Commercial,10,10,9,2,2,3,2,3,3,Non,13.0,2,Occasionnel,0
514,30,2285,Célibataire,Consulting,Assistant de Direction,3,1,0,3,3,4,3,3,4,Oui,23.0,0,Frequent,0
515,37,3034,Divorcé(e),Consulting,Consultant,18,18,7,4,3,1,3,2,3,Non,12.0,1,Occasionnel,17
516,40,5715,Divorcé(e),Commercial,Cadre Commercial,8,5,4,4,3,2,3,3,3,Non,12.0,2,Occasionnel,3
517,42,2576,Divorcé(e),Consulting,Consultant,8,5,2,2,3,1,2,3,3,Non,16.0,1,Occasionnel,2
518,37,4197,Célibataire,Consulting,Tech Lead,18,1,0,3,3,2,4,2,3,Oui,12.0,0,Occasionnel,1
520,43,14336,Divorcé(e),Consulting,Directeur Technique,25,25,10,1,2,2,3,3,3,Non,11.0,1,Occasionnel,9
521,40,3448,Marié(e),Consulting,Consultant,20,1,0,2,2,3,2,3,4,Non,22.0,1,Occasionnel,0
522,54,19406,Marié(e),Consulting,Directeur Technique,24,4,2,1,3,1,3,2,3,Non,11.0,1,Occasionnel,2
523,34,6538,Marié(e),Commercial,Cadre Commercial,6,3,2,3,3,3,1,3,3,Non,15.0,1,Aucun,2
524,31,4306,Marié(e),Consulting,Tech Lead,13,13,10,2,3,1,2,1,3,Non,12.0,1,Occasionnel,12
525,43,2258,Marié(e),Consulting,Consultant,8,3,2,4,3,4,1,3,4,Non,20.0,1,Frequent,2
526,43,4522,Divorcé(e),Consulting,Manager,8,5,2,3,3,3,4,3,3,Oui,14.0,0,Occasionnel,2
527,25,4487,Célibataire,Commercial,Cadre Commercial,5,5,4,2,2,4,2,3,3,Oui,11.0,0,Occasionnel,3
529,37,4449,Marié(e),Consulting,Assistant de Direction,15,13,11,2,3,3,1,3,3,Oui,15.0,2,Aucun,7
530,31,2218,Marié(e),Consulting,Consultant,4,4,2,4,2,1,3,3,3,Non,12.0,1,Occasionnel,2
531,39,19197,Divorcé(e),Consulting,Senior Manager,21,21,8,2,3,3,3,3,3,Oui,14.0,1,Frequent,6
532,56,13212,Marié(e),Commercial,Cadre Commercial,36,7,7,3,4,1,4,2,3,Non,11.0,3,Frequent,7
533,30,6577,Célibataire,Commercial,Cadre Commercial,6,5,4,2,3,3,2,3,3,Non,11.0,0,Occasionnel,4
534,41,8392,Marié(e),Commercial,Cadre Commercial,10,10,7,2,4,1,3,3,3,Non,16.0,1,Occasionnel,7
536,28,4558,Divorcé(e),Consulting,Consultant,10,10,0,3,3,1,4,3,3,Non,12.0,1,Occasionnel,8
538,25,4031,Marié(e),Consulting,Consultant,6,2,2,1,3,1,3,3,3,Non,13.0,1,Occasionnel,2
543,52,7969,Marié(e),Consulting,Tech Lead,28,5,4,4,2,3,3,3,3,Oui,14.0,0,Occasionnel,4
544,45,2654,Marié(e),Consulting,Assistant de Direction,8,2,2,1,3,4,4,2,4,Non,21.0,2,Occasionnel,2
546,52,16555,Marié(e),Consulting,Senior Manager,31,5,2,4,3,4,4,1,3,Non,13.0,0,Occasionnel,4
547,42,4556,Divorcé(e),Consulting,Assistant de Direction,19,5,4,1,3,3,2,3,3,Non,11.0,1,Frequent,2
548,30,6091,Célibataire,Consulting,Tech Lead,11,5,4,3,1,4,3,3,4,Non,20.0,0,Occasionnel,2
549,60,19566,Marié(e),Consulting,Senior Manager,33,29,8,1,3,1,4,1,3,Non,11.0,0,Occasionnel,10
550,46,4810,Divorcé(e),Consulting,Tech Lead,19,10,7,3,3,3,3,2,3,Non,14.0,1,Occasionnel,8
551,42,4523,Marié(e),Consulting,Manager,7,6,5,4,2,4,4,4,3,Non,11.0,3,Frequent,4
554,24,3202,Célibataire,Commercial,Représentant Commercial,6,5,3,1,3,2,2,3,3,Oui,16.0,0,Occasionnel,4
555,34,2351,Divorcé(e),Commercial,Représentant Commercial,3,2,2,4,1,3,4,2,3,Non,16.0,1,Frequent,0
556,38,1702,Marié(e),Consulting,Consultant,1,1,0,4,3,4,3,3,4,Oui,23.0,1,Frequent,0
558,40,18041,Marié(e),Commercial,Senior Manager,21,20,15,3,3,3,4,3,3,Non,14.0,0,Occasionnel,12
560,26,2886,Divorcé(e),Consulting,Assistant de Direction,3,3,2,1,3,4,2,1,4,Non,22.0,2,Occasionnel,2
562,30,2097,Marié(e),Consulting,Consultant,9,5,3,3,3,4,3,1,3,Non,15.0,1,Aucun,4
564,29,11935,Marié(e),Consulting,Directeur Technique,10,10,2,2,2,3,3,3,3,Non,18.0,0,Occasionnel,7
565,29,2546,Marié(e),Consulting,Assistant de Direction,6,2,2,3,2,2,2,4,3,Non,16.0,0,Occasionnel,1
566,19,2564,Célibataire,Ressources Humaines,Ressources Humaines,1,1,0,1,2,4,3,4,3,Non,12.0,0,Occasionnel,0
567,30,8412,Marié(e),Commercial,Cadre Commercial,10,9,8,3,3,1,3,3,3,Non,11.0,0,Aucun,8
568,57,14118,Divorcé(e),Commercial,Senior Manager,32,1,0,1,2,4,3,2,3,Non,12.0,1,Occasionnel,0
569,50,17046,Marié(e),Consulting,Senior Manager,28,27,10,2,2,3,2,3,3,Non,15.0,1,Occasionnel,7
571,30,2564,Célibataire,Consulting,Consultant,12,11,7,3,3,4,3,2,3,Non,14.0,0,Aucun,7
573,60,10266,Marié(e),Commercial,Cadre Commercial,22,18,13,3,2,1,4,4,3,Non,19.0,0,Frequent,11
574,47,5070,Divorcé(e),Consulting,Tech Lead,20,5,0,1,3,4,3,3,3,Non,13.0,3,Occasionnel,4
575,46,17861,Marié(e),Consulting,Directeur Technique,26,3,2,1,3,3,3,1,3,Non,13.0,0,Occasionnel,1
577,35,4230,Célibataire,Consulting,Consultant,6,5,4,4,1,3,3,3,3,Non,15.0,0,Occasionnel,3
578,54,3780,Célibataire,Consulting,Consultant,19,1,0,3,3,3,3,3,3,Non,11.0,0,Occasionnel,0
579,34,2768,Divorcé(e),Consulting,Assistant de Direction,14,7,3,4,2,3,3,3,3,Non,12.0,1,Occasionnel,7
580,46,9071,Marié(e),Commercial,Cadre Commercial,15,3,2,3,2,4,3,3,3,Oui,19.0,1,Occasionnel,2
581,31,10648,Divorcé(e),Consulting,Tech Lead,13,13,8,3,3,2,4,4,4,Non,25.0,1,Occasionnel,8
582,33,13610,Marié(e),Consulting,Senior Manager,15,7,6,2,3,3,4,4,3,Oui,12.0,0,Occasionnel,7
584,33,3408,Divorcé(e),Consulting,Consultant,8,4,3,1,1,4,1,3,3,Non,13.0,3,Occasionnel,3
585,30,2983,Célibataire,Commercial,Représentant Commercial,4,3,2,4,3,2,1,3,3,Non,14.0,0,Occasionnel,2
586,35,7632,Marié(e),Consulting,Manager,10,8,7,4,3,3,3,3,3,Oui,12.0,0,Occasionnel,0
587,31,9824,Marié(e),Consulting,Manager,12,1,0,1,3,3,1,3,3,Non,12.0,0,Frequent,0
590,34,9950,Divorcé(e),Ressources Humaines,Ressources Humaines,11,3,2,2,3,1,3,3,3,Oui,15.0,3,Frequent,2
591,42,2093,Marié(e),Consulting,Consultant,8,2,2,2,3,3,4,3,3,Non,17.0,1,Frequent,0
592,36,9980,Célibataire,Commercial,Cadre Commercial,10,10,3,2,3,4,4,2,3,Non,14.0,0,Aucun,7
